Entity,Code,Date,Total confirmed deaths (deaths),Daily new confirmed deaths (deaths)
Afghanistan,AFG,"Dec 31, 2019",0,0
Afghanistan,AFG,"Jan 1, 2020",0,0
Afghanistan,AFG,"Jan 2, 2020",0,0
Afghanistan,AFG,"Jan 3, 2020",0,0
Afghanistan,AFG,"Jan 4, 2020",0,0
Afghanistan,AFG,"Jan 5, 2020",0,0
Afghanistan,AFG,"Jan 6, 2020",0,0
Afghanistan,AFG,"Jan 7, 2020",0,0
Afghanistan,AFG,"Jan 8, 2020",0,0
Afghanistan,AFG,"Jan 9, 2020",0,0
Afghanistan,AFG,"Jan 10, 2020",0,0
Afghanistan,AFG,"Jan 11, 2020",0,0
Afghanistan,AFG,"Jan 12, 2020",0,0
Afghanistan,AFG,"Jan 13, 2020",0,0
Afghanistan,AFG,"Jan 14, 2020",0,0
Afghanistan,AFG,"Jan 15, 2020",0,0
Afghanistan,AFG,"Jan 16, 2020",0,0
Afghanistan,AFG,"Jan 17, 2020",0,0
Afghanistan,AFG,"Jan 18, 2020",0,0
Afghanistan,AFG,"Jan 19, 2020",0,0
Afghanistan,AFG,"Jan 20, 2020",0,0
Afghanistan,AFG,"Jan 21, 2020",0,0
Afghanistan,AFG,"Jan 22, 2020",0,0
Afghanistan,AFG,"Jan 23, 2020",0,0
Afghanistan,AFG,"Jan 24, 2020",0,0
Afghanistan,AFG,"Jan 25, 2020",0,0
Afghanistan,AFG,"Jan 26, 2020",0,0
Afghanistan,AFG,"Jan 27, 2020",0,0
Afghanistan,AFG,"Jan 28, 2020",0,0
Afghanistan,AFG,"Jan 29, 2020",0,0
Afghanistan,AFG,"Jan 30, 2020",0,0
Afghanistan,AFG,"Jan 31, 2020",0,0
Afghanistan,AFG,"Feb 1, 2020",0,0
Afghanistan,AFG,"Feb 2, 2020",0,0
Afghanistan,AFG,"Feb 3, 2020",0,0
Afghanistan,AFG,"Feb 4, 2020",0,0
Afghanistan,AFG,"Feb 5, 2020",0,0
Afghanistan,AFG,"Feb 6, 2020",0,0
Afghanistan,AFG,"Feb 7, 2020",0,0
Afghanistan,AFG,"Feb 8, 2020",0,0
Afghanistan,AFG,"Feb 9, 2020",0,0
Afghanistan,AFG,"Feb 10, 2020",0,0
Afghanistan,AFG,"Feb 11, 2020",0,0
Afghanistan,AFG,"Feb 12, 2020",0,0
Afghanistan,AFG,"Feb 13, 2020",0,0
Afghanistan,AFG,"Feb 14, 2020",0,0
Afghanistan,AFG,"Feb 15, 2020",0,0
Afghanistan,AFG,"Feb 16, 2020",0,0
Afghanistan,AFG,"Feb 17, 2020",0,0
Afghanistan,AFG,"Feb 18, 2020",0,0
Afghanistan,AFG,"Feb 19, 2020",0,0
Afghanistan,AFG,"Feb 20, 2020",0,0
Afghanistan,AFG,"Feb 21, 2020",0,0
Afghanistan,AFG,"Feb 22, 2020",0,0
Afghanistan,AFG,"Feb 23, 2020",0,0
Afghanistan,AFG,"Feb 24, 2020",0,0
Afghanistan,AFG,"Feb 25, 2020",0,0
Afghanistan,AFG,"Feb 26, 2020",0,0
Afghanistan,AFG,"Feb 27, 2020",0,0
Afghanistan,AFG,"Feb 28, 2020",0,0
Afghanistan,AFG,"Feb 29, 2020",0,0
Afghanistan,AFG,"Mar 1, 2020",0,0
Afghanistan,AFG,"Mar 2, 2020",0,0
Afghanistan,AFG,"Mar 8, 2020",0,0
Afghanistan,AFG,"Mar 11, 2020",0,0
Afghanistan,AFG,"Mar 15, 2020",0,0
Afghanistan,AFG,"Mar 16, 2020",0,0
Afghanistan,AFG,"Mar 17, 2020",0,0
Afghanistan,AFG,"Mar 18, 2020",0,0
Afghanistan,AFG,"Mar 19, 2020",0,0
Afghanistan,AFG,"Mar 20, 2020",0,0
Afghanistan,AFG,"Mar 21, 2020",0,0
Afghanistan,AFG,"Mar 22, 2020",0,0
Afghanistan,AFG,"Mar 23, 2020",0,0
Afghanistan,AFG,"Mar 24, 2020",1,1
Afghanistan,AFG,"Mar 25, 2020",1,0
Afghanistan,AFG,"Mar 26, 2020",1,0
Afghanistan,AFG,"Mar 27, 2020",1,0
Afghanistan,AFG,"Mar 28, 2020",2,1
Afghanistan,AFG,"Mar 29, 2020",3,1
Afghanistan,AFG,"Mar 30, 2020",4,1
Afghanistan,AFG,"Mar 31, 2020",4,0
Afghanistan,AFG,"Apr 1, 2020",4,0
Afghanistan,AFG,"Apr 2, 2020",4,0
Afghanistan,AFG,"Apr 3, 2020",4,0
Afghanistan,AFG,"Apr 4, 2020",4,0
Afghanistan,AFG,"Apr 5, 2020",5,1
Afghanistan,AFG,"Apr 6, 2020",7,2
Afghanistan,AFG,"Apr 7, 2020",7,0
Africa,,"Dec 31, 2019",0,0
Africa,,"Jan 1, 2020",0,0
Africa,,"Jan 2, 2020",0,0
Africa,,"Jan 3, 2020",0,0
Africa,,"Jan 4, 2020",0,0
Africa,,"Jan 5, 2020",0,0
Africa,,"Jan 6, 2020",0,0
Africa,,"Jan 7, 2020",0,0
Africa,,"Jan 8, 2020",0,0
Africa,,"Jan 9, 2020",0,0
Africa,,"Jan 10, 2020",0,0
Africa,,"Jan 11, 2020",0,0
Africa,,"Jan 12, 2020",0,0
Africa,,"Jan 13, 2020",0,0
Africa,,"Jan 14, 2020",0,0
Africa,,"Jan 15, 2020",0,0
Africa,,"Jan 16, 2020",0,0
Africa,,"Jan 17, 2020",0,0
Africa,,"Jan 18, 2020",0,0
Africa,,"Jan 19, 2020",0,0
Africa,,"Jan 20, 2020",0,0
Africa,,"Jan 21, 2020",0,0
Africa,,"Jan 22, 2020",0,0
Africa,,"Jan 23, 2020",0,0
Africa,,"Jan 24, 2020",0,0
Africa,,"Jan 25, 2020",0,0
Africa,,"Jan 26, 2020",0,0
Africa,,"Jan 27, 2020",0,0
Africa,,"Jan 28, 2020",0,0
Africa,,"Jan 29, 2020",0,0
Africa,,"Jan 30, 2020",0,0
Africa,,"Jan 31, 2020",0,0
Africa,,"Feb 1, 2020",0,0
Africa,,"Feb 2, 2020",0,0
Africa,,"Feb 3, 2020",0,0
Africa,,"Feb 4, 2020",0,0
Africa,,"Feb 5, 2020",0,0
Africa,,"Feb 6, 2020",0,0
Africa,,"Feb 7, 2020",0,0
Africa,,"Feb 8, 2020",0,0
Africa,,"Feb 9, 2020",0,0
Africa,,"Feb 10, 2020",0,0
Africa,,"Feb 11, 2020",0,0
Africa,,"Feb 12, 2020",0,0
Africa,,"Feb 13, 2020",0,0
Africa,,"Feb 14, 2020",0,0
Africa,,"Feb 15, 2020",0,0
Africa,,"Feb 16, 2020",0,0
Africa,,"Feb 17, 2020",0,0
Africa,,"Feb 18, 2020",0,0
Africa,,"Feb 19, 2020",0,0
Africa,,"Feb 20, 2020",0,0
Africa,,"Feb 21, 2020",0,0
Africa,,"Feb 22, 2020",0,0
Africa,,"Feb 23, 2020",0,0
Africa,,"Feb 24, 2020",0,0
Africa,,"Feb 25, 2020",0,0
Africa,,"Feb 26, 2020",0,0
Africa,,"Feb 27, 2020",0,0
Africa,,"Feb 28, 2020",0,0
Africa,,"Feb 29, 2020",0,0
Africa,,"Mar 1, 2020",0,0
Africa,,"Mar 2, 2020",0,0
Africa,,"Mar 3, 2020",0,0
Africa,,"Mar 4, 2020",0,0
Africa,,"Mar 5, 2020",0,0
Africa,,"Mar 6, 2020",0,0
Africa,,"Mar 7, 2020",0,0
Africa,,"Mar 8, 2020",0,0
Africa,,"Mar 9, 2020",1,1
Africa,,"Mar 10, 2020",1,0
Africa,,"Mar 11, 2020",1,0
Africa,,"Mar 12, 2020",2,1
Africa,,"Mar 13, 2020",4,2
Africa,,"Mar 14, 2020",5,1
Africa,,"Mar 15, 2020",6,1
Africa,,"Mar 16, 2020",8,2
Africa,,"Mar 17, 2020",8,0
Africa,,"Mar 18, 2020",12,4
Africa,,"Mar 19, 2020",16,4
Africa,,"Mar 20, 2020",17,1
Africa,,"Mar 21, 2020",24,7
Africa,,"Mar 22, 2020",30,6
Africa,,"Mar 23, 2020",42,12
Africa,,"Mar 24, 2020",52,10
Africa,,"Mar 25, 2020",62,10
Africa,,"Mar 26, 2020",68,6
Africa,,"Mar 27, 2020",80,12
Africa,,"Mar 28, 2020",98,18
Africa,,"Mar 29, 2020",121,23
Africa,,"Mar 30, 2020",141,20
Africa,,"Mar 31, 2020",162,21
Africa,,"Apr 1, 2020",180,18
Africa,,"Apr 2, 2020",224,44
Africa,,"Apr 3, 2020",251,27
Africa,,"Apr 4, 2020",283,32
Africa,,"Apr 5, 2020",379,96
Africa,,"Apr 6, 2020",434,55
Africa,,"Apr 7, 2020",477,43
Albania,ALB,"Mar 9, 2020",0,0
Albania,ALB,"Mar 10, 2020",0,0
Albania,ALB,"Mar 11, 2020",0,0
Albania,ALB,"Mar 12, 2020",1,1
Albania,ALB,"Mar 13, 2020",1,0
Albania,ALB,"Mar 14, 2020",1,0
Albania,ALB,"Mar 15, 2020",1,0
Albania,ALB,"Mar 16, 2020",1,0
Albania,ALB,"Mar 17, 2020",1,0
Albania,ALB,"Mar 18, 2020",1,0
Albania,ALB,"Mar 19, 2020",2,1
Albania,ALB,"Mar 20, 2020",2,0
Albania,ALB,"Mar 21, 2020",2,0
Albania,ALB,"Mar 22, 2020",2,0
Albania,ALB,"Mar 23, 2020",2,0
Albania,ALB,"Mar 24, 2020",4,2
Albania,ALB,"Mar 25, 2020",5,1
Albania,ALB,"Mar 26, 2020",5,0
Albania,ALB,"Mar 27, 2020",6,1
Albania,ALB,"Mar 28, 2020",9,3
Albania,ALB,"Mar 29, 2020",10,1
Albania,ALB,"Mar 30, 2020",10,0
Albania,ALB,"Mar 31, 2020",12,2
Albania,ALB,"Apr 1, 2020",15,3
Albania,ALB,"Apr 2, 2020",15,0
Albania,ALB,"Apr 3, 2020",16,1
Albania,ALB,"Apr 4, 2020",17,1
Albania,ALB,"Apr 5, 2020",19,2
Albania,ALB,"Apr 6, 2020",21,2
Albania,ALB,"Apr 7, 2020",22,1
Algeria,DZA,"Dec 31, 2019",0,0
Algeria,DZA,"Jan 1, 2020",0,0
Algeria,DZA,"Jan 2, 2020",0,0
Algeria,DZA,"Jan 3, 2020",0,0
Algeria,DZA,"Jan 4, 2020",0,0
Algeria,DZA,"Jan 5, 2020",0,0
Algeria,DZA,"Jan 6, 2020",0,0
Algeria,DZA,"Jan 7, 2020",0,0
Algeria,DZA,"Jan 8, 2020",0,0
Algeria,DZA,"Jan 9, 2020",0,0
Algeria,DZA,"Jan 10, 2020",0,0
Algeria,DZA,"Jan 11, 2020",0,0
Algeria,DZA,"Jan 12, 2020",0,0
Algeria,DZA,"Jan 13, 2020",0,0
Algeria,DZA,"Jan 14, 2020",0,0
Algeria,DZA,"Jan 15, 2020",0,0
Algeria,DZA,"Jan 16, 2020",0,0
Algeria,DZA,"Jan 17, 2020",0,0
Algeria,DZA,"Jan 18, 2020",0,0
Algeria,DZA,"Jan 19, 2020",0,0
Algeria,DZA,"Jan 20, 2020",0,0
Algeria,DZA,"Jan 21, 2020",0,0
Algeria,DZA,"Jan 22, 2020",0,0
Algeria,DZA,"Jan 23, 2020",0,0
Algeria,DZA,"Jan 24, 2020",0,0
Algeria,DZA,"Jan 25, 2020",0,0
Algeria,DZA,"Jan 26, 2020",0,0
Algeria,DZA,"Jan 27, 2020",0,0
Algeria,DZA,"Jan 28, 2020",0,0
Algeria,DZA,"Jan 29, 2020",0,0
Algeria,DZA,"Jan 30, 2020",0,0
Algeria,DZA,"Jan 31, 2020",0,0
Algeria,DZA,"Feb 1, 2020",0,0
Algeria,DZA,"Feb 2, 2020",0,0
Algeria,DZA,"Feb 3, 2020",0,0
Algeria,DZA,"Feb 4, 2020",0,0
Algeria,DZA,"Feb 5, 2020",0,0
Algeria,DZA,"Feb 6, 2020",0,0
Algeria,DZA,"Feb 7, 2020",0,0
Algeria,DZA,"Feb 8, 2020",0,0
Algeria,DZA,"Feb 9, 2020",0,0
Algeria,DZA,"Feb 10, 2020",0,0
Algeria,DZA,"Feb 11, 2020",0,0
Algeria,DZA,"Feb 12, 2020",0,0
Algeria,DZA,"Feb 13, 2020",0,0
Algeria,DZA,"Feb 14, 2020",0,0
Algeria,DZA,"Feb 15, 2020",0,0
Algeria,DZA,"Feb 16, 2020",0,0
Algeria,DZA,"Feb 17, 2020",0,0
Algeria,DZA,"Feb 18, 2020",0,0
Algeria,DZA,"Feb 19, 2020",0,0
Algeria,DZA,"Feb 20, 2020",0,0
Algeria,DZA,"Feb 21, 2020",0,0
Algeria,DZA,"Feb 22, 2020",0,0
Algeria,DZA,"Feb 23, 2020",0,0
Algeria,DZA,"Feb 24, 2020",0,0
Algeria,DZA,"Feb 25, 2020",0,0
Algeria,DZA,"Feb 26, 2020",0,0
Algeria,DZA,"Feb 27, 2020",0,0
Algeria,DZA,"Feb 28, 2020",0,0
Algeria,DZA,"Feb 29, 2020",0,0
Algeria,DZA,"Mar 1, 2020",0,0
Algeria,DZA,"Mar 2, 2020",0,0
Algeria,DZA,"Mar 4, 2020",0,0
Algeria,DZA,"Mar 5, 2020",0,0
Algeria,DZA,"Mar 6, 2020",0,0
Algeria,DZA,"Mar 9, 2020",0,0
Algeria,DZA,"Mar 12, 2020",0,0
Algeria,DZA,"Mar 13, 2020",1,1
Algeria,DZA,"Mar 14, 2020",2,1
Algeria,DZA,"Mar 15, 2020",2,0
Algeria,DZA,"Mar 16, 2020",4,2
Algeria,DZA,"Mar 17, 2020",4,0
Algeria,DZA,"Mar 18, 2020",5,1
Algeria,DZA,"Mar 19, 2020",6,1
Algeria,DZA,"Mar 20, 2020",7,1
Algeria,DZA,"Mar 21, 2020",10,3
Algeria,DZA,"Mar 22, 2020",10,0
Algeria,DZA,"Mar 23, 2020",15,5
Algeria,DZA,"Mar 24, 2020",17,2
Algeria,DZA,"Mar 25, 2020",17,0
Algeria,DZA,"Mar 26, 2020",17,0
Algeria,DZA,"Mar 27, 2020",21,4
Algeria,DZA,"Mar 28, 2020",21,0
Algeria,DZA,"Mar 29, 2020",26,5
Algeria,DZA,"Mar 30, 2020",29,3
Algeria,DZA,"Mar 31, 2020",31,2
Algeria,DZA,"Apr 1, 2020",35,4
Algeria,DZA,"Apr 2, 2020",58,23
Algeria,DZA,"Apr 3, 2020",58,0
Algeria,DZA,"Apr 4, 2020",83,25
Algeria,DZA,"Apr 5, 2020",130,47
Algeria,DZA,"Apr 6, 2020",152,22
Algeria,DZA,"Apr 7, 2020",173,21
Andorra,AND,"Mar 3, 2020",0,0
Andorra,AND,"Mar 14, 2020",0,0
Andorra,AND,"Mar 16, 2020",0,0
Andorra,AND,"Mar 17, 2020",0,0
Andorra,AND,"Mar 18, 2020",0,0
Andorra,AND,"Mar 19, 2020",0,0
Andorra,AND,"Mar 20, 2020",0,0
Andorra,AND,"Mar 21, 2020",0,0
Andorra,AND,"Mar 22, 2020",0,0
Andorra,AND,"Mar 23, 2020",0,0
Andorra,AND,"Mar 24, 2020",0,0
Andorra,AND,"Mar 25, 2020",0,0
Andorra,AND,"Mar 26, 2020",0,0
Andorra,AND,"Mar 27, 2020",3,3
Andorra,AND,"Mar 28, 2020",3,0
Andorra,AND,"Mar 29, 2020",4,1
Andorra,AND,"Mar 30, 2020",6,2
Andorra,AND,"Mar 31, 2020",8,2
Andorra,AND,"Apr 1, 2020",12,4
Andorra,AND,"Apr 2, 2020",14,2
Andorra,AND,"Apr 3, 2020",15,1
Andorra,AND,"Apr 4, 2020",16,1
Andorra,AND,"Apr 5, 2020",17,1
Andorra,AND,"Apr 6, 2020",18,1
Andorra,AND,"Apr 7, 2020",21,3
Angola,AGO,"Mar 22, 2020",0,0
Angola,AGO,"Mar 23, 2020",0,0
Angola,AGO,"Mar 24, 2020",0,0
Angola,AGO,"Mar 25, 2020",0,0
Angola,AGO,"Mar 26, 2020",0,0
Angola,AGO,"Mar 27, 2020",0,0
Angola,AGO,"Mar 28, 2020",0,0
Angola,AGO,"Mar 29, 2020",0,0
Angola,AGO,"Mar 30, 2020",2,2
Angola,AGO,"Mar 31, 2020",2,0
Angola,AGO,"Apr 1, 2020",2,0
Angola,AGO,"Apr 2, 2020",2,0
Angola,AGO,"Apr 3, 2020",2,0
Angola,AGO,"Apr 4, 2020",2,0
Angola,AGO,"Apr 5, 2020",2,0
Angola,AGO,"Apr 6, 2020",2,0
Angola,AGO,"Apr 7, 2020",2,0
Anguilla,AIA,"Mar 27, 2020",0,0
Anguilla,AIA,"Mar 28, 2020",0,0
Anguilla,AIA,"Mar 29, 2020",0,0
Anguilla,AIA,"Mar 30, 2020",0,0
Anguilla,AIA,"Mar 31, 2020",0,0
Anguilla,AIA,"Apr 1, 2020",0,0
Anguilla,AIA,"Apr 2, 2020",0,0
Anguilla,AIA,"Apr 3, 2020",0,0
Anguilla,AIA,"Apr 4, 2020",0,0
Anguilla,AIA,"Apr 5, 2020",0,0
Anguilla,AIA,"Apr 6, 2020",0,0
Anguilla,AIA,"Apr 7, 2020",0,0
Antigua and Barbuda,ATG,"Mar 15, 2020",0,0
Antigua and Barbuda,ATG,"Mar 21, 2020",0,0
Antigua and Barbuda,ATG,"Mar 22, 2020",0,0
Antigua and Barbuda,ATG,"Mar 23, 2020",0,0
Antigua and Barbuda,ATG,"Mar 24, 2020",0,0
Antigua and Barbuda,ATG,"Mar 25, 2020",0,0
Antigua and Barbuda,ATG,"Mar 26, 2020",0,0
Antigua and Barbuda,ATG,"Mar 27, 2020",0,0
Antigua and Barbuda,ATG,"Mar 28, 2020",0,0
Antigua and Barbuda,ATG,"Mar 29, 2020",0,0
Antigua and Barbuda,ATG,"Mar 30, 2020",0,0
Antigua and Barbuda,ATG,"Mar 31, 2020",0,0
Antigua and Barbuda,ATG,"Apr 1, 2020",0,0
Antigua and Barbuda,ATG,"Apr 2, 2020",0,0
Antigua and Barbuda,ATG,"Apr 3, 2020",0,0
Antigua and Barbuda,ATG,"Apr 4, 2020",0,0
Antigua and Barbuda,ATG,"Apr 5, 2020",0,0
Antigua and Barbuda,ATG,"Apr 6, 2020",0,0
Antigua and Barbuda,ATG,"Apr 7, 2020",0,0
Argentina,ARG,"Mar 4, 2020",0,0
Argentina,ARG,"Mar 6, 2020",0,0
Argentina,ARG,"Mar 7, 2020",0,0
Argentina,ARG,"Mar 8, 2020",1,1
Argentina,ARG,"Mar 9, 2020",1,0
Argentina,ARG,"Mar 11, 2020",1,0
Argentina,ARG,"Mar 13, 2020",1,0
Argentina,ARG,"Mar 14, 2020",2,1
Argentina,ARG,"Mar 15, 2020",2,0
Argentina,ARG,"Mar 16, 2020",2,0
Argentina,ARG,"Mar 17, 2020",2,0
Argentina,ARG,"Mar 18, 2020",2,0
Argentina,ARG,"Mar 19, 2020",2,0
Argentina,ARG,"Mar 20, 2020",3,1
Argentina,ARG,"Mar 21, 2020",3,0
Argentina,ARG,"Mar 22, 2020",4,1
Argentina,ARG,"Mar 23, 2020",4,0
Argentina,ARG,"Mar 24, 2020",4,0
Argentina,ARG,"Mar 25, 2020",6,2
Argentina,ARG,"Mar 26, 2020",8,2
Argentina,ARG,"Mar 27, 2020",12,4
Argentina,ARG,"Mar 28, 2020",17,5
Argentina,ARG,"Mar 29, 2020",19,2
Argentina,ARG,"Mar 30, 2020",20,1
Argentina,ARG,"Mar 31, 2020",24,4
Argentina,ARG,"Apr 1, 2020",24,0
Argentina,ARG,"Apr 2, 2020",31,7
Argentina,ARG,"Apr 3, 2020",34,3
Argentina,ARG,"Apr 4, 2020",37,3
Argentina,ARG,"Apr 5, 2020",43,6
Argentina,ARG,"Apr 6, 2020",46,3
Argentina,ARG,"Apr 7, 2020",53,7
Armenia,ARM,"Dec 31, 2019",0,0
Armenia,ARM,"Jan 1, 2020",0,0
Armenia,ARM,"Jan 2, 2020",0,0
Armenia,ARM,"Jan 3, 2020",0,0
Armenia,ARM,"Jan 4, 2020",0,0
Armenia,ARM,"Jan 5, 2020",0,0
Armenia,ARM,"Jan 6, 2020",0,0
Armenia,ARM,"Jan 7, 2020",0,0
Armenia,ARM,"Jan 8, 2020",0,0
Armenia,ARM,"Jan 9, 2020",0,0
Armenia,ARM,"Jan 10, 2020",0,0
Armenia,ARM,"Jan 11, 2020",0,0
Armenia,ARM,"Jan 12, 2020",0,0
Armenia,ARM,"Jan 13, 2020",0,0
Armenia,ARM,"Jan 14, 2020",0,0
Armenia,ARM,"Jan 15, 2020",0,0
Armenia,ARM,"Jan 16, 2020",0,0
Armenia,ARM,"Jan 17, 2020",0,0
Armenia,ARM,"Jan 18, 2020",0,0
Armenia,ARM,"Jan 19, 2020",0,0
Armenia,ARM,"Jan 20, 2020",0,0
Armenia,ARM,"Jan 21, 2020",0,0
Armenia,ARM,"Jan 22, 2020",0,0
Armenia,ARM,"Jan 23, 2020",0,0
Armenia,ARM,"Jan 24, 2020",0,0
Armenia,ARM,"Jan 25, 2020",0,0
Armenia,ARM,"Jan 26, 2020",0,0
Armenia,ARM,"Jan 27, 2020",0,0
Armenia,ARM,"Jan 28, 2020",0,0
Armenia,ARM,"Jan 29, 2020",0,0
Armenia,ARM,"Jan 30, 2020",0,0
Armenia,ARM,"Jan 31, 2020",0,0
Armenia,ARM,"Feb 1, 2020",0,0
Armenia,ARM,"Feb 2, 2020",0,0
Armenia,ARM,"Feb 3, 2020",0,0
Armenia,ARM,"Feb 4, 2020",0,0
Armenia,ARM,"Feb 5, 2020",0,0
Armenia,ARM,"Feb 6, 2020",0,0
Armenia,ARM,"Feb 7, 2020",0,0
Armenia,ARM,"Feb 8, 2020",0,0
Armenia,ARM,"Feb 9, 2020",0,0
Armenia,ARM,"Feb 10, 2020",0,0
Armenia,ARM,"Feb 11, 2020",0,0
Armenia,ARM,"Feb 12, 2020",0,0
Armenia,ARM,"Feb 13, 2020",0,0
Armenia,ARM,"Feb 14, 2020",0,0
Armenia,ARM,"Feb 15, 2020",0,0
Armenia,ARM,"Feb 16, 2020",0,0
Armenia,ARM,"Feb 17, 2020",0,0
Armenia,ARM,"Feb 18, 2020",0,0
Armenia,ARM,"Feb 19, 2020",0,0
Armenia,ARM,"Feb 20, 2020",0,0
Armenia,ARM,"Feb 21, 2020",0,0
Armenia,ARM,"Feb 22, 2020",0,0
Armenia,ARM,"Feb 23, 2020",0,0
Armenia,ARM,"Feb 24, 2020",0,0
Armenia,ARM,"Feb 25, 2020",0,0
Armenia,ARM,"Feb 26, 2020",0,0
Armenia,ARM,"Feb 27, 2020",0,0
Armenia,ARM,"Feb 28, 2020",0,0
Armenia,ARM,"Feb 29, 2020",0,0
Armenia,ARM,"Mar 1, 2020",0,0
Armenia,ARM,"Mar 2, 2020",0,0
Armenia,ARM,"Mar 12, 2020",0,0
Armenia,ARM,"Mar 13, 2020",0,0
Armenia,ARM,"Mar 14, 2020",0,0
Armenia,ARM,"Mar 15, 2020",0,0
Armenia,ARM,"Mar 16, 2020",0,0
Armenia,ARM,"Mar 17, 2020",0,0
Armenia,ARM,"Mar 18, 2020",0,0
Armenia,ARM,"Mar 19, 2020",0,0
Armenia,ARM,"Mar 20, 2020",0,0
Armenia,ARM,"Mar 21, 2020",0,0
Armenia,ARM,"Mar 22, 2020",0,0
Armenia,ARM,"Mar 23, 2020",0,0
Armenia,ARM,"Mar 24, 2020",0,0
Armenia,ARM,"Mar 25, 2020",0,0
Armenia,ARM,"Mar 26, 2020",0,0
Armenia,ARM,"Mar 27, 2020",1,1
Armenia,ARM,"Mar 28, 2020",1,0
Armenia,ARM,"Mar 29, 2020",3,2
Armenia,ARM,"Mar 30, 2020",3,0
Armenia,ARM,"Mar 31, 2020",3,0
Armenia,ARM,"Apr 1, 2020",3,0
Armenia,ARM,"Apr 2, 2020",3,0
Armenia,ARM,"Apr 3, 2020",4,1
Armenia,ARM,"Apr 4, 2020",7,3
Armenia,ARM,"Apr 5, 2020",7,0
Armenia,ARM,"Apr 6, 2020",7,0
Armenia,ARM,"Apr 7, 2020",8,1
Aruba,ABW,"Mar 13, 2020",0,0
Aruba,ABW,"Mar 20, 2020",0,0
Aruba,ABW,"Mar 24, 2020",0,0
Aruba,ABW,"Mar 25, 2020",0,0
Aruba,ABW,"Mar 26, 2020",0,0
Aruba,ABW,"Mar 27, 2020",0,0
Aruba,ABW,"Mar 28, 2020",0,0
Aruba,ABW,"Mar 29, 2020",0,0
Aruba,ABW,"Mar 30, 2020",0,0
Aruba,ABW,"Apr 1, 2020",0,0
Aruba,ABW,"Apr 2, 2020",0,0
Aruba,ABW,"Apr 3, 2020",0,0
Aruba,ABW,"Apr 4, 2020",0,0
Aruba,ABW,"Apr 5, 2020",0,0
Aruba,ABW,"Apr 6, 2020",0,0
Aruba,ABW,"Apr 7, 2020",0,0
Asia,,"Dec 31, 2019",0,0
Asia,,"Jan 1, 2020",0,0
Asia,,"Jan 2, 2020",0,0
Asia,,"Jan 3, 2020",0,0
Asia,,"Jan 4, 2020",0,0
Asia,,"Jan 5, 2020",0,0
Asia,,"Jan 6, 2020",0,0
Asia,,"Jan 7, 2020",0,0
Asia,,"Jan 8, 2020",0,0
Asia,,"Jan 9, 2020",0,0
Asia,,"Jan 10, 2020",0,0
Asia,,"Jan 11, 2020",1,1
Asia,,"Jan 12, 2020",1,0
Asia,,"Jan 13, 2020",1,0
Asia,,"Jan 14, 2020",1,0
Asia,,"Jan 15, 2020",2,1
Asia,,"Jan 16, 2020",2,0
Asia,,"Jan 17, 2020",2,0
Asia,,"Jan 18, 2020",2,0
Asia,,"Jan 19, 2020",3,1
Asia,,"Jan 20, 2020",3,0
Asia,,"Jan 21, 2020",6,3
Asia,,"Jan 22, 2020",17,11
Asia,,"Jan 23, 2020",17,0
Asia,,"Jan 24, 2020",26,9
Asia,,"Jan 25, 2020",41,15
Asia,,"Jan 26, 2020",56,15
Asia,,"Jan 27, 2020",81,25
Asia,,"Jan 28, 2020",106,25
Asia,,"Jan 29, 2020",132,26
Asia,,"Jan 30, 2020",170,38
Asia,,"Jan 31, 2020",213,43
Asia,,"Feb 1, 2020",259,46
Asia,,"Feb 2, 2020",305,46
Asia,,"Feb 3, 2020",362,57
Asia,,"Feb 4, 2020",427,65
Asia,,"Feb 5, 2020",493,66
Asia,,"Feb 6, 2020",565,72
Asia,,"Feb 7, 2020",638,73
Asia,,"Feb 8, 2020",724,86
Asia,,"Feb 9, 2020",813,89
Asia,,"Feb 10, 2020",910,97
Asia,,"Feb 11, 2020",1018,108
Asia,,"Feb 12, 2020",1115,97
Asia,,"Feb 13, 2020",1370,255
Asia,,"Feb 14, 2020",1383,13
Asia,,"Feb 15, 2020",1526,143
Asia,,"Feb 16, 2020",1668,142
Asia,,"Feb 17, 2020",1774,106
Asia,,"Feb 18, 2020",1872,98
Asia,,"Feb 19, 2020",2011,139
Asia,,"Feb 20, 2020",2125,114
Asia,,"Feb 21, 2020",2244,119
Asia,,"Feb 22, 2020",2356,112
Asia,,"Feb 23, 2020",2458,102
Asia,,"Feb 24, 2020",2613,155
Asia,,"Feb 25, 2020",2688,75
Asia,,"Feb 26, 2020",2746,58
Asia,,"Feb 27, 2020",2782,36
Asia,,"Feb 28, 2020",2834,52
Asia,,"Feb 29, 2020",2892,58
Asia,,"Mar 1, 2020",2940,48
Asia,,"Mar 2, 2020",2999,59
Asia,,"Mar 3, 2020",3049,50
Asia,,"Mar 4, 2020",3101,52
Asia,,"Mar 5, 2020",3150,49
Asia,,"Mar 6, 2020",3204,54
Asia,,"Mar 7, 2020",3251,47
Asia,,"Mar 8, 2020",3305,54
Asia,,"Mar 9, 2020",3383,78
Asia,,"Mar 10, 2020",3448,65
Asia,,"Mar 11, 2020",3534,86
Asia,,"Mar 12, 2020",3622,88
Asia,,"Mar 13, 2020",3710,88
Asia,,"Mar 14, 2020",3826,116
Asia,,"Mar 15, 2020",3937,111
